Vereinigtes Königreich,London,244 820,65 341 183,Европа,united_kingdom
Ungarn,Budapest,93 030,9 830 485,Европа,hungary
Venezuela,Caracas,912 050,31 028 637,Южная Америка,venezuela
Osttimor,Dili,14 874,1 167 242,Азия,east_timor
Vietnam,Hanoi,329 560,91 713 300,Азия,vietnam
Gabun,Libreville,267 667,1 811 079,Африка,gabon
Haiti,Port-au-Prinz,27 750,10 911 819,Северная Америка,haiti
Guyana,Georgetown,214 970,741 962,Южная Америка,guyana
Gambia,Banjul,11 300,2 025 527,Африка,the_gambia
Ghana,Accra,238 540,28 308 301,Африка,ghana
Guatemala,Guatemala,108 890,16 555 556,Северная Америка,guatemala
Guinea,Conakry,245 857,10 628 972,Африка,guinea
Guinea-Bissau,Bissau,36 120,1 547 754,Африка,guinea-bissau
Deutschland,Berlin,357 021,82 175 684,Европа,germany
Honduras,Tegucigalpa,112 090,8 721 014,Северная Америка,honduras
Palästina,Jerusalem (Ramallah),6 020,4 816 503,Азия,palestine
Grenada,Saint Georges,340,110 566,Северная Америка,grenada
Griechenland,Athen,131 940,10 793 526,Европа,greece
Georgia,Tiflis,69 700,3 720 400,Азия,georgia
Dänemark,Kopenhagen,43 094,5 707 251,Европа,denmark
Dschibuti,Dschibuti,22 000,890 179,Африка,djibouti
Dominica,Roseau,754,69 393,Северная Америка,dominica
Dominikanische Republik,Santo Domingo,48 730,10 075 045,Северная Америка,dominican_republic
Demokratische Republik Kongo,Kinshasa,2 345 410,85 026 000,Африка,democratic_republic_of_the_congo
Ägypten,Kairo,1 001 450,91 701 723,Африка,egypt
Sambia,Lusaka,752 614,16 717 000,Африка,zambia
Zimbabwe,Harare,390 580,15 967 000,Африка,zimbabwe
Israel,Jerusalem,22 072,8 585 000,Азия,israel
Indien,Neu-Delhi,3 287 590,1 268 961 000,Азия,india
Indonesien,Jakarta,1 904 556,255 461 700,Азия,indonesia
Jordanien,Amman,89 400,9 813 095,Азия,jordan
Irak,Bagdad,437 072,37 883 543,Азия,iraq
Iran,Teheran,1 648 000,80 840 713,Азия,iran
Irland,Dublin,70 273,4 658 530,Европа,republic_of_ireland
Island,Reykjavik,103 000,332 529,Европа,iceland
Spanien,Madrid,497 304,46 438 422,Европа,spain
Italien,Rom,301 340,60 665 551,Европа,italy
Jemen,Sana,527 970,27 478 000,Азия,yemen
Kap Verde,Praia,4 033,538 535,Африка,cape_verde
Kasachstan,Nur-Sultan,2 724 900,17 753 200,Азия,kazakhstan
Kambodscha,Phnom Penh,181 040,15 827 000,Азия,cambodia
Kamerun,Jaunde,475 440,23 924 000,Африка,cameroon
Kanada,Ottawa,9 976 139,36 286 425,Северная Америка,canada
Katar,Doha,11 437,2 553 393,Азия,qatar
Kenia,Nairobi,582 650,44 156 577,Африка,kenya
Zypern,Nikosia,9 250,848 319,Азия,cyprus
Kirgisistan,Bischkek,198 500,6 019 500,Азия,kyrgyzstan
Kiribati,South Tarawa,717,109 693,Австралия и Океания,kiribati
China,Peking,9 640 821,1 410 549 741,Азия,china
Demokratischen Volksrepublik Korea (Nordkorea),Pjöngjang,120 540,25 281 000,Азия,north_korea
Kolumbien,Bogota,1 138 910,48 892 070,Южная Америка,colombia
Komoren,Moroni,2 235,806 153,Африка,comoros
Costa Rica,San Jose,51 100,4 890 379,Северная Америка,costa_rica
Elfenbeinküste,Yamoussoukro,322 460,23 254 000,Африка,ivory_coast
Kuba,Havanna,110 860,11 236 348,Северная Америка,cuba
Kuwait,Kuwait,17 820,4 330 308,Азия,kuwait
Laos,Vientiane,236 800,6 492 400,Азия,laos
Lettland,Riga,64 589,1 968 957,Европа,latvia
Lesotho,Maseru,30 355,2 160 000,Африка,lesotho
Liberia,Monrovia,111 370,4 001 855,Африка,liberia
Libanon,Beirut,10 452,5 988 000,Азия,lebanon
Libyen,Tripolis,1 759 540,6 244 174,Африка,libya
Litauen,Vilnius,65 200,2 888 558,Европа,lithuania
Liechtenstein,Vaduz,160,37 662,Европа,liechtenstein
Luxemburg,Luxemburg,2 586,576 249,Европа,luxembourg
Mauritius,Port Louis,2 040,1 263 747,Африка,mauritius
Mauretanien,Nouakchott,1 030 700,3 537 368,Африка,mauritania
Madagaskar,Antananarivo,587 040,24 430 325,Африка,madagascar
Malawi,Lilongwe,118 480,17 377 468,Африка,malawi
Malaysia,Kuala Lumpur,329 750,31 790 277,Азия,malaysia
Mali,Bamako,1 240 000,18 135 000,Африка,mali
Malediven,Malé,300,402 071,Азия,maldives
Malta,Valletta,316,434 403,Европа,malta
Marokko,Rabat,446 550,34 817 000,Африка,morocco
Marshallinseln,Majuro,181,55 717,Австралия и Океания,marshall_islands
Mexiko,Mexiko Stadt,1 972 550,122 273 473,Северная Америка,mexico
Mosambik,Maputo,801 590,26 423 623,Африка,mozambique
Moldau,Kischinjow,33 846,3 553 056,Европа,moldova
Monaco,Monaco,202,38 400,Европа,monaco
Mongolei,Ulaanbaatar,1 564 116,3 081 677,Азия,mongolia
Myanmar,Naypyidaw,678 500,51 419 420,Азия,myanmar
Namibia,Windhoek,825 418,2 436 469,Африка,namibia
Nauru,[kein Kapital],213,10 800,Австралия и Океания,nauru
Nepal,Kathmandu,140 800,28 431 494,Азия,nepal
Niger,Niamey,1 267 000,20 715 000,Африка,niger
Nigeria,Abuja,923 768,186 988 000,Африка,nigeria
Niederlande,Amsterdam,41 526,16 979 120,Европа,netherlands
Nicaragua,Managua,129 494,6 262 703,Северная Америка,nicaragua
Neuseeland,Wellington,268 680,4 722 321,Австралия и Океания,new_zealand
Norwegen,Oslo,385 186,5 213 985,Европа,norway
Vereinigte Arabische Emirate,Abu Dhabi,82 880,9 267 000,Азия,united_arab_emirates
Oman,Muscat,309 500,4 523 401,Азия,oman
Pakistan,Islamabad,881 913,196 174 380,Азия,pakistan
Palau,Ngerulmud,458,17 661,Австралия и Океания,palau
Panama,Panama,78 200,4 037 043,Северная Америка,panama
Papua Neu-Guinea,Hafen von Moresby,463 840,8 151 300,Австралия и Океания,papua_new_guinea
Paraguay,Asuncion,406 750,6 854 536,Южная Америка,paraguay
Peru,Lima,1 285 220,31 488 625,Южная Америка,paraguay
Polen,Warschau,312 685,37 967 209,Европа,poland
Portugal,Lissabon,92 082,10 341 330,Европа,portugal
Republik Kongo,Brazzaville,342 000,4 741 000,Африка,republic_of_the_congo
Die Republik Korea,Seoul,98 480,51 664 244,Азия,south_korea
Russland,Moskau,17 125 443,146 267 288,Европа,russia
Ruanda,Kigali,26 338,11 533 446,Африка,rwanda
Rumänien,Bukarest,237 500,19 759 968,Европа,romania
Salvador,San Salvador,21 040,6 460 271,Северная Америка,el_salvador
Samoa,Apia,2 860,194 899,Австралия и Океания,samoa
San Marino,San Marino,61,33 005,Европа,san_marino
Sao Tome und Principe,Sao Band,1 001,194 000,Африка,sao_tome_and_principe
Saudi-Arabien,Riad,2 218 000,31 015 999,Азия,saudi_arabia
Nordmakedonien,Skopje,25 333,2 071 278,Европа,republic_of_macedonia
Seychellen,Victoria,455,93 186,Африка,seychelles
Senegal,Dakar,196 190,14 799 859,Африка,senegal
St. Vincent und die Grenadinen,Kingstown,389,110 255,Северная Америка,saint_vincent_and_the_grenadines
St. Kitts und Nevis,Buster,261,52 329,Северная Америка,saint_kitts_and_nevis
St. Lucia,Castries,620,172 818,Северная Америка,saint_lucia
Serbien,Belgrad,88 361,9 846 582,Европа,serbia
Singapur,Singapur,714,5 607 300,Азия,singapore
Syrien,Damaskus,185 180,17 185 170,Азия,syria
Slowakei,Bratislava,48 845,5 426 252,Европа,slovakia
Slowenien,Ljubljana,20 253,2 064 188,Европа,slovenia
Salomon-Inseln,Honiara,28 450,651 700,Австралия и Океания,solomon_islands
Somalia,Mogadischu,637 657,12 316 895,Африка,somalia
Sudan,Khartum,1 886 068,41 176 000,Африка,sudan
Suriname,Paramaribo,163 270,558 773,Южная Америка,suriname
USA,Washington,9 522 057,322 762 018,Северная Америка,united_states
Sierra Leone,Freetown,71 740,7 075 641,Африка,sierra_leone
Tadschikistan,Duschanbe,143 100,8 551 000,Азия,tajikistan
Thailand,Bangkok,514 000,68 147 000,Азия,thailand
Tansania,Dodoma,948 087,50 142 938,Африка,tanzania
Togo,Lome,56 785,7 143 000,Африка,togo
Tonga,Nuku'alofa,748,106 440,Австралия и Океания,tonga
Trinidad und Tobago,Hafen von Spanien,5 128,1 349 667,Северная Америка,trinidad_and_tobago
Tuvalu,Funafuti,26,10 782,Австралия и Океания,tuvalu
Tunesien,Tunesien,163 610,11 154 372,Африка,tunisia
Turkmenistan,Aschgabat,491 200,5 439 000,Азия,turkmenistan
Türkei,Ankara,780 580,78 741 053,Азия,turkey
Uganda,Kampala,236 040,36 860 700,Африка,uganda
Usbekistan,Taschkent,447 400,31 807 000,Азия,uzbekistan
Ukraine,Kiew,576 604,42 650 186,Европа,ukraine
Uruguay,Montevideo,176 220,3 480 222,Южная Америка,uruguay
Die Föderierte Staaten von Mikronesien,Palikir,702,105 681,Австралия и Океания,federal_state_of_micronesia
Fidschi,Suva,18 270,903 207,Австралия и Океания,fiji
Philippinen,Manila,300 000,102 980 480,Азия,philippines
Finnland,Helsinki,337 030,5 487 308,Европа,finland
Frankreich,Paris,547 030,64 513 242,Европа,france
Kroatien,Zagreb,56 542,4 190 669,Европа,croatia
Zentralafrikanische Republik,Bangui,622 984,5 277 959,Африка,central_african_republic
Tschad,N'Djamena,1 284 000,14 497 000,Африка,chad
Montenegro,Podgorica,14 026,622 218,Европа,montenegro
Tschechien,Prag,78 866,10 553 843,Европа,czech_republic
Chile,Santiago,756 950,18 006 407,Южная Америка,chile
Schweiz,Bern,41 290,8 325 194,Европа,switzerland
Schweden,Stockholm,449 964,9 851 017,Европа,sweden
Sri Lanka,Sri Jayawardenepura,65 610,21 866 445,Азия,sri_lanka
Ecuador,Quito,283 560,16 599 593,Южная Америка,ecuador
Äquatorialguinea,Malabo,28 051,1 222 442,Африка,equatorial_guinea
Eritrea,Asmara,121 320,5 352 000,Африка,eritrea
Eswatini,Mbabane,17 363,1 419 623,Африка,swaziland
Estland,Tallinn,45 226,1 315 944,Европа,estonia
Äthiopien,Addis abeba,1 127 127,101 853 000,Африка,ethiopia
Südafrika,Pretoria,1 219 912,55 908 900,Африка,south_africa
Südossetien,Zchinwal,3 900,53 532,Азия,ossetia
Südsudan,Juba,619 745,12 733 000,Африка,south_sudan
Jamaika,Kingston,10 990,2 723 000,Северная Америка,jamaica
Japan,Tokio,377 944,127 103 388,Азия,japan
