CAR,Bangui,622 984,5 277 959,Африка,central_african_republic
Chad,N'Djamena,1 284 000,14 497 000,Африка,chad
Montenegro,Podgorica,14 026,622 218,Европа,montenegro
Czech,Prague,78 866,10 553 843,Европа,czech_republic
Chile,Santiago,756 950,18 006 407,Южная Америка,chile
Switzerland,Berne,41 290,8 325 194,Европа,switzerland
Sweden,Stockholm,449 964,9 851 017,Европа,sweden
Sri Lanka,Sri Jayawardenepura Kotte,65 610,21 866 445,Азия,sri_lanka
Ecuador,Quito,283 560,16 599 593,Южная Америка,ecuador
Equatorial Guinea,Malabo,28 051,1 222 442,Африка,equatorial_guinea
Eritrea,Asmara,121 320,5 352 000,Африка,eritrea
Eswatini,Mbabane,17 363,1 419 623,Африка,swaziland
Estonia,Tallinn,45 226,1 315 944,Европа,estonia
Ethiopia,Addis Ababa,1 127 127,101 853 000,Африка,ethiopia
South Africa,Pretoria,1 219 912,55 908 900,Африка,south_africa
South Ossetia,Tskhinval,3 900,53 532,Азия,ossetia
South Sudan,Juba,619 745,12 733 000,Африка,south_sudan
Jamaica,Kingston,10 990,2 723 000,Северная Америка,jamaica
Japan,Tokyo,377 944,127 103 388,Азия,japan
