Россия,Москва,17 125 443,146 267 288,Европа,russia
Руанда,Кигали,26 338,11 533 446,Африка,rwanda
Румыния,Бухарест,237 500,19 759 968,Европа,romania
Сальвадор,Сан-Сальвадор,21 040,6 460 271,Северная Америка,el_salvador
Самоа,Апиа,2 860,194 899,Австралия и Океания,samoa
Сан-Марино,Сан-Марино,61,33 005,Европа,san_marino
Сан-Томе и Принсипи,Сан-Томе,1 001,194 000,Африка,sao_tome_and_principe
Саудовская Аравия,Эр-Рияд,2 218 000,31 015 999,Азия,saudi_arabia
Северная Македония,Скопье,25 333,2 071 278,Европа,republic_of_macedonia
Сейшельские Острова,Виктория,455,93 186,Африка,seychelles
Сенегал,Дакар,196 190,14 799 859,Африка,senegal
Сент-Винсент и Гренадины,Кингстаун,389,110 255,Северная Америка,saint_vincent_and_the_grenadines
Сент-Китс и Невис,Бастер,261,52 329,Северная Америка,saint_kitts_and_nevis
Сент-Люсия,Кастри,620,172 818,Северная Америка,saint_lucia
Сербия,Белград,88 361,9 846 582,Европа,serbia
Сингапур,Сингапур,714,5 607 300,Азия,singapore
Сирия,Дамаск,185 180,17 185 170,Азия,syria
Словакия,Братислава,48 845,5 426 252,Европа,slovakia
Словения,Любляна,20 253,2 064 188,Европа,slovenia
Соломоновы Острова,Хониара,28 450,651 700,Австралия и Океания,solomon_islands
Сомали,Могадишо,637 657,12 316 895,Африка,somalia
Судан,Хартум,1 886 068,41 176 000,Африка,sudan
Суринам,Парамарибо,163 270,558 773,Южная Америка,suriname
США,Вашингтон,9 522 057,322 762 018,Северная Америка,united_states
Сьерра-Леоне,Фритаун,71 740,7 075 641,Африка,sierra_leone
Таджикистан,Душанбе,143 100,8 551 000,Азия,tajikistan
Таиланд,Бангкок,514 000,68 147 000,Азия,thailand
Танзания,Додома,948 087,50 142 938,Африка,tanzania
Того,Ломе,56 785,7 143 000,Африка,togo
Тонга,Нукуалофа,748,106 440,Австралия и Океания,tonga
Тринидад и Тобаго,Порт-оф-Спейн,5 128,1 349 667,Северная Америка,trinidad_and_tobago
Тувалу,Фунафути,26,10 782,Австралия и Океания,tuvalu
Тунис,Тунис,163 610,11 154 372,Африка,tunisia
Туркмения,Ашхабад,491 200,5 439 000,Азия,turkmenistan
Турция,Анкара,780 580,78 741 053,Азия,turkey
Уганда,Кампала,236 040,36 860 700,Африка,uganda
Узбекистан,Ташкент,447 400,31 807 000,Азия,uzbekistan
Украина,Киев,576 604,42 650 186,Европа,ukraine
Уругвай,Монтевидео,176 220,3 480 222,Южная Америка,uruguay
Федеративные Штаты Микронезии,Паликир,702,105 681,Австралия и Океания,federal_state_of_micronesia
Фиджи,Сува,18 270,903 207,Австралия и Океания,fiji
Филиппины,Манила,300 000,102 980 480,Азия,philippines
Финляндия,Хельсинки,337 030,5 487 308,Европа,finland
Франция,Париж,547 030,64 513 242,Европа,france
Хорватия,Загреб,56 542,4 190 669,Европа,croatia
ЦАР,Банги,622 984,5 277 959,Африка,central_african_republic
Чад,Нджамена,1 284 000,14 497 000,Африка,chad
Черногория,Подгорица,14 026,622 218,Европа,montenegro
Чехия,Прага,78 866,10 553 843,Европа,czech_republic
Чили,Сантьяго,756 950,18 006 407,Южная Америка,chile
Швейцария,Берн,41 290,8 325 194,Европа,switzerland
Швеция,Стокгольм,449 964,9 851 017,Европа,sweden
Шри-Ланка,Шри-Джаяварденепура-Котте,65 610,21 866 445,Азия,sri_lanka
Эквадор,Кито,283 560,16 599 593,Южная Америка,ecuador
Экваториальная Гвинея,Малабо,28 051,1 222 442,Африка,equatorial_guinea
Эритрея,Асмэра,121 320,5 352 000,Африка,eritrea
Эсватини,Мбабане,17 363,1 419 623,Африка,swaziland
Эстония,Таллин,45 226,1 315 944,Европа,estonia
Эфиопия,Аддис-Абеба,1 127 127,101 853 000,Африка,ethiopia
ЮАР,Претория,1 219 912,55 908 900,Африка,south_africa
Южная Осетия,Цхинвал,3 900,53 532,Азия,ossetia
Южный Судан,Джуба,619 745,12 733 000,Африка,south_sudan
Ямайка,Кингстон,10 990,2 723 000,Северная Америка,jamaica
Япония,Токио,377 944,127 103 388,Азия,japan
